EmployeeID,Name,Department,JobRole,WorkHours,Leaves,Stress,Health,Productivity,Timestamp,JobSatisfaction,BurnoutFeeling,Feedback
EMP00063,Employee_63,HR,Executive,47,10,8,8,10,2024-06-06 00:00:00,3,Often,Feeling stressed recently
EMP00064,Employee_64,Finance,Executive,62,0,7,5,6,2024-10-15 00:00:00,10,Sometimes,Workload is manageable
EMP00065,Employee_65,IT,Team Lead,59,6,3,7,3,2024-04-24 00:00:00,4,No,Career growth opportunities needed
EMP00066,Employee_66,Finance,Developer,59,0,8,9,9,2024-12-29 00:00:00,2,Often,Good work-life balance
EMP00067,Employee_67,Finance,Executive,59,11,4,5,7,2024-06-26 00:00:00,10,No,Feeling stressed recently
EMP00068,Employee_68,Other,Manager,57,9,6,4,7,2024-06-18 00:00:00,4,Sometimes,Need better management support
EMP00069,Employee_69,Operations,Manager,55,4,7,5,5,2024-12-24 00:00:00,6,Sometimes,Satisfied with current role
EMP00070,Employee_70,IT,Manager,62,4,10,8,10,2024-08-21 00:00:00,6,Often,Satisfied with current role
EMP00071,Employee_71,Finance,Analyst,42,5,3,10,5,2024-10-29 00:00:00,2,No,Feeling stressed recently
EMP00072,Employee_72,HR,Analyst,43,1,6,6,3,2024-07-26 00:00:00,4,Sometimes,Satisfied with current role
EMP00073,Employee_73,Operations,Executive,54,10,4,10,9,2024-04-18 00:00:00,4,No,Feeling stressed recently
EMP00074,Employee_74,Other,Developer,39,2,8,5,5,2024-02-15 00:00:00,3,Often,Need better management support
EMP00075,Employee_75,HR,Analyst,73,0,9,9,7,2024-09-02 00:00:00,6,Often,Satisfied with current role
EMP00076,Employee_76,Finance,Intern,30,5,2,6,7,2024-04-28 00:00:00,7,No,Career growth opportunities needed
EMP00077,Employee_77,IT,Intern,72,10,6,7,3,2024-07-09 00:00:00,9,Often,Workload is manageable
EMP00078,Employee_78,IT,Developer,69,6,3,8,3,2024-03-23 00:00:00,5,Often,Workload is manageable
EMP00079,Employee_79,Other,Developer,53,1,8,7,7,2024-08-30 00:00:00,10,Often,Need better management support
EMP00080,Employee_80,IT,Executive,48,9,7,9,6,2024-06-22 00:00:00,3,Sometimes,Good work-life balance
EMP00081,Employee_81,Finance,Developer,32,1,6,5,8,2024-08-07 00:00:00,4,Sometimes,Need better management support
EMP00082,Employee_82,Marketing,Intern,73,11,2,8,3,2024-10-12 00:00:00,9,Often,Workload is manageable
EMP00083,Employee_83,Finance,Team Lead,45,3,1,5,3,2024-06-19 00:00:00,7,No,Career growth opportunities needed
EMP00084,Employee_84,Operations,Analyst,58,7,2,6,3,2024-02-16 00:00:00,10,No,Workload is manageable
EMP00085,Employee_85,Operations,Manager,42,1,10,10,10,2024-10-31 00:00:00,10,Often,Workload is manageable
EMP00086,Employee_86,Operations,Manager,31,9,6,7,9,2024-03-04 00:00:00,2,Sometimes,Need better management support
EMP00087,Employee_87,HR,Executive,60,0,9,9,4,2024-08-09 00:00:00,9,Often,Feeling stressed recently
EMP00088,Employee_88,Finance,Team Lead,42,5,9,7,4,2024-02-22 00:00:00,9,Often,Workload is manageable
EMP00089,Employee_89,Operations,Team Lead,49,6,7,8,9,2024-01-05 00:00:00,8,Sometimes,Need better management support
EMP00090,Employee_90,HR,Manager,71,10,8,4,5,2024-10-01 00:00:00,3,Often,Satisfied with current role
EMP00091,Employee_91,Operations,Manager,57,11,3,6,9,2024-05-20 00:00:00,1,No,Feeling stressed recently
EMP00092,Employee_92,HR,Executive,48,2,1,7,6,2024-01-26 00:00:00,7,No,Career growth opportunities needed
EMP00093,Employee_93,Operations,Analyst,52,0,3,5,10,2024-05-09 00:00:00,6,No,Satisfied with current role
EMP00094,Employee_94,IT,Developer,53,0,6,9,9,2024-06-15 00:00:00,9,Sometimes,Workload is manageable
EMP00095,Employee_95,Marketing,Developer,30,6,10,10,8,2024-07-28 00:00:00,6,Often,Need better management support
EMP00096,Employee_96,Marketing,Developer,47,10,7,4,3,2024-01-17 00:00:00,3,Sometimes,Good work-life balance
EMP00097,Employee_97,HR,Developer,33,0,7,5,6,2024-05-07 00:00:00,8,Sometimes,Career growth opportunities needed
EMP00098,Employee_98,IT,Team Lead,62,11,3,9,3,2024-03-13 00:00:00,2,No,Workload is manageable
EMP00099,Employee_99,IT,Executive,45,9,7,10,9,2024-09-25 00:00:00,8,Sometimes,Feeling stressed recently
EMP00100,Employee_100,Marketing,Intern,58,3,10,8,8,2024-05-21 00:00:00,3,Often,Need better management support
EMP00101,Employee_101,HR,Developer,52,9,7,8,3,2024-07-02 00:00:00,1,Sometimes,Workload is manageable
EMP00102,Employee_102,Other,Executive,34,10,1,7,6,2024-07-22 00:00:00,3,No,Satisfied with current role
EMP00103,Employee_103,HR,Manager,71,10,1,6,4,2024-11-24 00:00:00,9,Often,Career growth opportunities needed
EMP00104,Employee_104,Operations,Team Lead,31,7,9,6,8,2024-02-24 00:00:00,10,Often,Workload is manageable
EMP00105,Employee_105,Finance,Executive,74,9,5,5,7,2024-05-16 00:00:00,9,Often,Need better management support
EMP00106,Employee_106,Marketing,Manager,54,6,3,5,3,2024-12-27 00:00:00,6,No,Good work-life balance
EMP00107,Employee_107,Operations,Intern,52,10,2,8,4,2024-08-02 00:00:00,9,No,Feeling stressed recently
EMP00108,Employee_108,HR,Developer,38,4,4,8,3,2024-12-14 00:00:00,5,No,Good work-life balance
EMP00109,Employee_109,HR,Intern,64,12,7,10,8,2024-10-16 00:00:00,2,Sometimes,Good work-life balance
EMP00110,Employee_110,HR,Team Lead,33,12,8,10,4,2024-03-07 00:00:00,6,Often,Career growth opportunities needed
EMP00111,Employee_111,Finance,Developer,43,0,10,10,8,2024-09-05 00:00:00,8,Often,Satisfied with current role
EMP00112,Employee_112,Finance,Intern,34,1,5,8,8,2024-04-15 00:00:00,9,Sometimes,Feeling stressed recently
EMP00113,Employee_113,Operations,Team Lead,68,10,10,5,6,2024-11-15 00:00:00,8,Often,Good work-life balance
EMP00114,Employee_114,Finance,Team Lead,71,11,8,10,8,2024-12-09 00:00:00,1,Often,Satisfied with current role
EMP00115,Employee_115,HR,Intern,41,1,3,6,3,2024-08-12 00:00:00,2,No,Workload is manageable
EMP00116,Employee_116,IT,Team Lead,74,6,2,4,5,2024-10-17 00:00:00,1,Often,Need better management support
EMP00117,Employee_117,Marketing,Analyst,32,2,3,6,9,2024-01-16 00:00:00,2,No,Satisfied with current role
EMP00118,Employee_118,IT,Manager,47,2,10,7,4,2024-02-27 00:00:00,5,Often,Need better management support
EMP00119,Employee_119,IT,Executive,71,0,5,4,9,2024-11-09 00:00:00,1,Often,Satisfied with current role
EMP00120,Employee_120,Operations,Team Lead,48,9,4,6,4,2024-03-15 00:00:00,8,No,Workload is manageable
EMP00121,Employee_121,IT,Team Lead,58,11,5,10,4,2024-03-12 00:00:00,4,Sometimes,Satisfied with current role
EMP00122,Employee_122,Marketing,Analyst,30,10,3,8,7,2024-06-04 00:00:00,7,No,Career growth opportunities needed
EMP00123,Employee_123,Marketing,Analyst,61,1,5,7,6,2024-09-30 00:00:00,3,Sometimes,Feeling stressed recently
EMP00124,Employee_124,Finance,Executive,46,11,7,10,10,2024-03-25 00:00:00,3,Sometimes,Need better management support
EMP00125,Employee_125,HR,Executive,44,1,10,6,3,2024-03-27 00:00:00,4,Often,Feeling stressed recently
EMP00126,Employee_126,Other,Team Lead,36,8,7,5,7,2024-06-10 00:00:00,3,Sometimes,Feeling stressed recently
EMP00127,Employee_127,HR,Executive,66,10,4,7,4,2024-03-05 00:00:00,10,Often,Workload is manageable
EMP00128,Employee_128,Finance,Team Lead,72,4,7,9,7,2024-11-09 00:00:00,5,Often,Feeling stressed recently
EMP00129,Employee_129,IT,Analyst,61,0,2,8,9,2024-11-07 00:00:00,9,No,Workload is manageable
EMP00130,Employee_130,IT,Intern,75,5,7,5,9,2024-10-18 00:00:00,2,Often,Satisfied with current role
EMP00131,Employee_131,Finance,Analyst,45,5,2,5,5,2024-01-11 00:00:00,6,No,Workload is manageable
EMP00132,Employee_132,Finance,Developer,73,11,3,10,4,2024-06-27 00:00:00,3,Often,Feeling stressed recently
EMP00133,Employee_133,Other,Intern,43,7,4,10,8,2024-02-26 00:00:00,10,No,Need better management support
EMP00134,Employee_134,Marketing,Executive,66,9,3,7,8,2024-03-01 00:00:00,6,Often,Satisfied with current role
EMP00135,Employee_135,Marketing,Developer,69,6,2,6,7,2024-08-05 00:00:00,1,Often,Feeling stressed recently
EMP00136,Employee_136,Other,Intern,40,10,1,9,8,2024-12-30 00:00:00,1,No,Good work-life balance
EMP00137,Employee_137,HR,Executive,56,1,4,9,10,2024-08-08 00:00:00,4,No,Need better management support
EMP00138,Employee_138,HR,Intern,67,4,3,7,8,2024-10-05 00:00:00,10,Often,Career growth opportunities needed
EMP00139,Employee_139,Finance,Developer,44,7,1,9,5,2024-03-30 00:00:00,10,No,Good work-life balance
EMP00140,Employee_140,Marketing,Executive,44,6,4,4,8,2024-11-18 00:00:00,7,No,Feeling stressed recently
EMP00141,Employee_141,Other,Intern,50,6,6,9,6,2024-12-31 00:00:00,2,Sometimes,Need better management support
EMP00142,Employee_142,Finance,Developer,60,2,4,6,7,2024-04-30 00:00:00,7,No,Feeling stressed recently
EMP00143,Employee_143,Finance,Developer,61,11,3,8,4,2024-09-06 00:00:00,9,No,Satisfied with current role
EMP00144,Employee_144,Other,Intern,56,7,7,8,3,2024-07-28 00:00:00,1,Sometimes,Need better management support
EMP00145,Employee_145,Marketing,Executive,63,12,4,8,6,2024-01-14 00:00:00,8,No,Career growth opportunities needed
EMP00146,Employee_146,Finance,Analyst,54,4,8,10,4,2024-06-08 00:00:00,8,Often,Feeling stressed recently
EMP00147,Employee_147,Finance,Manager,55,7,3,6,3,2024-05-05 00:00:00,7,No,Good work-life balance
EMP00148,Employee_148,HR,Intern,30,0,7,10,5,2024-03-10 00:00:00,2,Sometimes,Satisfied with current role
EMP00149,Employee_149,IT,Manager,75,2,5,6,8,2024-06-01 00:00:00,9,Often,Feeling stressed recently
EMP00150,Employee_150,Finance,Manager,39,11,6,5,7,2024-09-28 00:00:00,8,Sometimes,Feeling stressed recently
EMP00151,Employee_151,HR,Executive,41,1,2,7,7,2024-08-21 00:00:00,10,No,Good work-life balance
EMP00152,Employee_152,Marketing,Developer,37,9,10,4,3,2024-05-19 00:00:00,3,Often,Satisfied with current role
EMP00153,Employee_153,IT,Team Lead,73,1,6,9,5,2024-05-30 00:00:00,1,Often,Feeling stressed recently
EMP00154,Employee_154,HR,Intern,43,6,4,4,4,2024-09-01 00:00:00,4,No,Career growth opportunities needed
EMP00155,Employee_155,Other,Analyst,75,11,7,6,6,2024-10-06 00:00:00,1,Often,Workload is manageable
EMP00156,Employee_156,Marketing,Intern,52,3,1,6,9,2024-04-16 00:00:00,8,No,Feeling stressed recently
EMP00157,Employee_157,Other,Manager,32,8,5,8,10,2024-11-23 00:00:00,8,Sometimes,Satisfied with current role
EMP00158,Employee_158,Other,Intern,58,5,10,4,3,2024-05-24 00:00:00,8,Often,Need better management support
EMP00159,Employee_159,HR,Team Lead,72,7,9,10,4,2024-07-14 00:00:00,1,Often,Feeling stressed recently
EMP00160,Employee_160,IT,Intern,46,5,8,10,9,2024-04-03 00:00:00,7,Often,Good work-life balance
EMP00161,Employee_161,Finance,Analyst,72,5,3,8,10,2024-12-20 00:00:00,6,Often,Satisfied with current role
EMP00162,Employee_162,Finance,Analyst,75,10,9,7,4,2024-03-21 00:00:00,2,Often,Career growth opportunities needed
EMP00163,Employee_163,Operations,Executive,64,4,1,9,6,2024-06-26 00:00:00,6,No,Good work-life balance
EMP00164,Employee_164,HR,Executive,61,7,3,9,4,2024-10-22 00:00:00,1,No,Need better management support
EMP00165,Employee_165,Finance,Developer,48,0,6,5,3,2024-12-26 00:00:00,8,Sometimes,Satisfied with current role
EMP00166,Employee_166,Other,Manager,50,11,9,6,9,2024-10-05 00:00:00,5,Often,Need better management support
EMP00167,Employee_167,Other,Analyst,62,0,9,9,3,2024-02-01 00:00:00,3,Often,Career growth opportunities needed
EMP00168,Employee_168,Finance,Team Lead,55,8,4,5,8,2024-09-17 00:00:00,5,No,Workload is manageable
EMP00169,Employee_169,Marketing,Analyst,56,12,6,4,6,2024-11-07 00:00:00,7,Sometimes,Feeling stressed recently
EMP00170,Employee_170,IT,Developer,54,5,5,10,3,2024-06-19 00:00:00,10,Sometimes,Satisfied with current role
EMP00171,Employee_171,IT,Developer,32,0,6,6,7,2024-07-31 00:00:00,1,Sometimes,Good work-life balance
EMP00172,Employee_172,HR,Manager,68,0,3,8,3,2024-01-13 00:00:00,3,Often,Workload is manageable
EMP00173,Employee_173,Other,Analyst,72,7,2,7,9,2024-04-30 00:00:00,5,Often,Workload is manageable
EMP00174,Employee_174,Other,Developer,33,10,2,6,3,2024-02-23 00:00:00,8,No,Satisfied with current role
EMP00175,Employee_175,HR,Executive,60,3,8,9,4,2024-03-19 00:00:00,1,Often,Good work-life balance
EMP00176,Employee_176,Other,Manager,54,12,7,9,6,2024-12-21 00:00:00,8,Sometimes,Workload is manageable
EMP00177,Employee_177,Marketing,Manager,36,6,5,10,3,2024-01-13 00:00:00,6,Sometimes,Feeling stressed recently
EMP00178,Employee_178,HR,Manager,68,5,7,4,8,2024-06-21 00:00:00,6,Often,Feeling stressed recently
EMP00179,Employee_179,HR,Team Lead,33,10,7,6,9,2024-02-25 00:00:00,9,Sometimes,Need better management support
EMP00180,Employee_180,Operations,Analyst,59,4,10,8,8,2024-12-22 00:00:00,2,Often,Workload is manageable
EMP00181,Employee_181,IT,Intern,70,8,10,9,5,2024-06-28 00:00:00,3,Often,Need better management support
EMP00182,Employee_182,IT,Developer,47,6,9,8,9,2024-10-29 00:00:00,5,Often,Need better management support
EMP00183,Employee_183,IT,Analyst,31,7,10,5,5,2024-02-21 00:00:00,6,Often,Good work-life balance
EMP00184,Employee_184,Finance,Developer,67,7,6,4,8,2024-06-30 00:00:00,8,Often,Career growth opportunities needed
EMP00185,Employee_185,HR,Intern,74,0,9,10,8,2024-10-11 00:00:00,3,Often,Feeling stressed recently
EMP00186,Employee_186,Operations,Developer,44,5,7,8,9,2024-01-26 00:00:00,9,Sometimes,Good work-life balance
EMP00187,Employee_187,HR,Manager,40,6,1,9,4,2024-09-22 00:00:00,7,No,Good work-life balance
EMP00188,Employee_188,Operations,Intern,73,2,1,7,7,2024-04-20 00:00:00,2,Often,Career growth opportunities needed
EMP00189,Employee_189,HR,Developer,52,8,7,4,4,2024-06-29 00:00:00,6,Sometimes,Career growth opportunities needed
EMP00190,Employee_190,IT,Intern,68,1,7,9,5,2024-07-03 00:00:00,2,Often,Satisfied with current role
EMP00191,Employee_191,HR,Executive,49,9,5,10,9,2024-10-06 00:00:00,4,Sometimes,Career growth opportunities needed
EMP00192,Employee_192,Finance,Team Lead,38,10,9,9,7,2024-03-14 00:00:00,3,Often,Need better management support
EMP00193,Employee_193,Operations,Analyst,58,2,4,4,4,2024-01-25 00:00:00,1,No,Career growth opportunities needed
EMP00194,Employee_194,Finance,Manager,39,12,3,7,8,2024-11-19 00:00:00,9,No,Need better management support
EMP00195,Employee_195,IT,Intern,72,5,1,7,9,2024-09-18 00:00:00,1,Often,Workload is manageable
EMP00196,Employee_196,Operations,Executive,74,2,7,6,3,2024-02-06 00:00:00,7,Often,Workload is manageable
EMP00197,Employee_197,Finance,Intern,69,7,7,7,5,2024-06-02 00:00:00,6,Often,Satisfied with current role
EMP00198,Employee_198,Marketing,Analyst,72,4,1,10,10,2024-07-14 00:00:00,8,Often,Satisfied with current role
EMP00199,Employee_199,Marketing,Executive,73,11,6,4,4,2024-10-24 00:00:00,6,Often,Career growth opportunities needed
EMP00200,Employee_200,Marketing,Intern,34,8,4,4,6,2024-03-30 00:00:00,10,No,Good work-life balance
EMP00201,Employee_201,HR,Manager,51,2,5,5,5,2024-07-15 00:00:00,4,Sometimes,Good work-life balance
EMP00202,Employee_202,Finance,Analyst,55,9,7,4,8,2024-11-19 00:00:00,10,Sometimes,Satisfied with current role
EMP00203,Employee_203,Other,Team Lead,31,10,9,9,3,2024-02-11 00:00:00,4,Often,Career growth opportunities needed
EMP00204,Employee_204,Marketing,Team Lead,75,0,5,10,4,2024-12-24 00:00:00,2,Often,Career growth opportunities needed
EMP00205,Employee_205,Operations,Analyst,47,1,5,8,3,2024-01-04 00:00:00,1,Sometimes,Workload is manageable
EMP00206,Employee_206,HR,Analyst,50,9,7,9,7,2024-11-10 00:00:00,9,Sometimes,Need better management support
EMP00207,Employee_207,IT,Manager,63,6,5,7,4,2024-09-19 00:00:00,1,Sometimes,Satisfied with current role
EMP00208,Employee_208,Finance,Manager,43,9,8,6,8,2024-06-05 00:00:00,6,Often,Feeling stressed recently
EMP00209,Employee_209,Marketing,Analyst,65,12,9,10,5,2024-06-05 00:00:00,2,Often,Need better management support
EMP00210,Employee_210,HR,Developer,43,7,2,9,5,2024-12-29 00:00:00,5,No,Career growth opportunities needed
EMP00211,Employee_211,HR,Manager,60,7,9,4,8,2024-07-15 00:00:00,6,Often,Satisfied with current role
EMP00212,Employee_212,Finance,Developer,57,7,6,8,10,2024-06-07 00:00:00,2,Sometimes,Need better management support
EMP00213,Employee_213,Marketing,Executive,59,4,5,5,8,2024-02-15 00:00:00,10,Sometimes,Career growth opportunities needed
EMP00214,Employee_214,Other,Team Lead,47,8,5,6,6,2024-11-03 00:00:00,5,Sometimes,Career growth opportunities needed
EMP00215,Employee_215,Finance,Executive,43,0,6,5,7,2024-02-09 00:00:00,1,Sometimes,Workload is manageable
EMP00216,Employee_216,IT,Intern,65,1,10,6,3,2024-05-04 00:00:00,10,Often,Satisfied with current role
EMP00217,Employee_217,Other,Analyst,54,12,2,9,6,2024-07-28 00:00:00,1,No,Good work-life balance
EMP00218,Employee_218,Marketing,Executive,70,3,8,9,4,2024-07-08 00:00:00,2,Often,Workload is manageable
EMP00219,Employee_219,HR,Executive,57,2,2,5,3,2024-06-24 00:00:00,2,No,Workload is manageable
EMP00220,Employee_220,Other,Developer,42,10,9,6,4,2024-11-16 00:00:00,9,Often,Workload is manageable
EMP00221,Employee_221,Marketing,Manager,36,6,6,5,5,2024-12-08 00:00:00,1,Sometimes,Satisfied with current role
EMP00222,Employee_222,Operations,Intern,59,11,8,9,4,2024-11-23 00:00:00,10,Often,Career growth opportunities needed
EMP00223,Employee_223,Operations,Manager,60,9,2,5,3,2024-04-16 00:00:00,6,No,Feeling stressed recently
EMP00224,Employee_224,HR,Analyst,45,5,3,8,6,2024-03-11 00:00:00,7,No,Career growth opportunities needed
EMP00225,Employee_225,Other,Analyst,35,9,6,7,10,2024-09-17 00:00:00,9,Sometimes,Need better management support
EMP00226,Employee_226,Finance,Analyst,75,2,8,7,5,2024-08-06 00:00:00,2,Often,Career growth opportunities needed
EMP00227,Employee_227,IT,Manager,58,4,6,7,6,2024-12-27 00:00:00,7,Sometimes,Satisfied with current role
EMP00228,Employee_228,Operations,Executive,56,2,5,5,6,2024-08-01 00:00:00,1,Sometimes,Feeling stressed recently
EMP00229,Employee_229,Finance,Executive,39,5,1,8,7,2024-03-16 00:00:00,5,No,Career growth opportunities needed
EMP00230,Employee_230,IT,Analyst,75,6,3,5,6,2024-06-09 00:00:00,10,Often,Feeling stressed recently
EMP00231,Employee_231,IT,Developer,42,2,3,8,7,2024-12-06 00:00:00,6,No,Need better management support
EMP00232,Employee_232,HR,Manager,36,5,7,8,4,2024-05-09 00:00:00,1,Sometimes,Workload is manageable
EMP00233,Employee_233,IT,Intern,43,1,3,9,9,2024-07-29 00:00:00,9,No,Good work-life balance
EMP00234,Employee_234,Operations,Team Lead,38,9,7,7,6,2024-08-28 00:00:00,7,Sometimes,Career growth opportunities needed
EMP00235,Employee_235,Operations,Team Lead,54,9,2,10,3,2024-04-19 00:00:00,8,No,Feeling stressed recently
EMP00236,Employee_236,Other,Executive,42,2,2,9,3,2024-09-02 00:00:00,3,No,Good work-life balance
EMP00237,Employee_237,IT,Intern,45,2,7,10,8,2024-04-29 00:00:00,1,Sometimes,Satisfied with current role
EMP00238,Employee_238,Operations,Executive,56,0,6,4,4,2024-12-10 00:00:00,1,Sometimes,Workload is manageable
EMP00239,Employee_239,HR,Manager,47,4,9,7,4,2024-11-05 00:00:00,2,Often,Need better management support
EMP00240,Employee_240,Operations,Analyst,36,11,9,8,7,2024-10-19 00:00:00,1,Often,Workload is manageable
EMP00241,Employee_241,Operations,Manager,65,1,5,7,9,2024-05-21 00:00:00,5,Sometimes,Satisfied with current role
